,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York City,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Apr-20-2013,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,2,1,5,0,1,1,1,1,1
Apr-27-2013,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1
May-04-2013,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,3,0,1,1,1,1,1
May-11-2013,1,1,1,1,1,1,1,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
May-18-2013,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
May-25-2013,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1,1,1,1
Jun-01-2013,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-08-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-15-2013,1,1,1,1,1,1,0,0,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-22-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,1,1,0,1,1,1,1,1
Jun-29-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-06-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-13-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-20-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-27-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-03-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-10-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-17-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-24-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-31-2013,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-07-2013,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,2,1,2,1,1,0,1,1,1,1,1
Sep-14-2013,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1
Sep-21-2013,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1
Sep-28-2013,1,1,1,0,1,1,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,4,1,4,0,1,1,1,1,1
Oct-05-2013,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1
Oct-12-2013,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1
Oct-19-2013,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,1,0,2,1,1,1,1
Oct-26-2013,4,1,1,1,1,2,1,2,8,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,1,0,2,1,1,1,1
Nov-02-2013,3,1,1,2,1,1,3,1,5,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,3,2,1,0,2,1,1,1,1
Nov-09-2013,5,1,1,1,1,2,3,2,8,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,7,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,0,1,1,1,1,5,2,1,0,2,1,1,1,1
Nov-16-2013,5,1,1,1,1,2,1,2,9,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,8,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,0,1,1,1,1,6,2,1,0,2,1,1,1,1
Nov-23-2013,6,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,8,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,0,1,2,1,1,8,3,1,0,3,1,1,1,1
Nov-30-2013,7,1,1,3,1,2,1,2,7,3,2,1,1,2,1,1,1,1,8,1,1,1,3,1,10,1,1,1,3,1,2,1,1,4,1,1,1,1,1,1,0,1,3,1,1,10,3,1,0,3,1,1,1,1
Dec-07-2013,10,1,1,3,1,4,1,2,10,1,3,1,1,2,1,1,1,2,8,1,1,1,2,1,10,3,1,1,3,1,1,1,1,4,1,1,1,5,1,1,0,1,5,1,2,10,5,2,0,3,1,1,1,1
Dec-14-2013,10,2,1,1,1,4,1,2,9,1,2,2,1,4,1,1,2,2,10,1,1,2,1,1,10,4,1,1,3,1,1,2,1,4,2,1,1,6,1,1,0,1,4,1,2,10,4,1,0,4,1,1,2,1
Dec-21-2013,10,7,2,4,2,6,1,4,10,3,6,3,2,4,4,1,6,3,8,1,1,2,3,4,10,10,1,1,6,1,2,5,1,5,3,1,1,8,2,1,0,1,8,2,6,10,6,4,0,5,1,1,1,1
Dec-28-2013,10,10,3,10,7,8,1,6,9,5,9,1,9,9,10,1,10,5,10,1,3,4,5,7,10,10,6,2,10,1,3,9,3,7,9,3,3,10,6,5,0,1,8,4,10,10,10,7,0,8,4,2,4,2
Jan-04-2014,10,8,3,10,8,8,1,4,10,3,5,2,10,9,7,1,10,6,10,1,4,4,6,7,10,10,5,3,9,1,7,10,4,7,8,3,4,10,8,5,0,2,8,4,10,10,7,6,0,9,5,3,3,4
Jan-11-2014,10,8,3,10,7,7,1,5,10,3,2,4,10,6,6,1,10,6,10,1,2,2,5,5,10,8,2,2,8,1,5,10,1,5,4,1,3,10,8,4,0,3,6,4,10,10,7,6,0,9,6,4,3,4
Jan-18-2014,6,5,5,10,7,6,1,6,9,3,2,4,7,4,4,1,10,5,10,1,3,4,3,7,9,7,1,3,6,1,5,9,3,6,7,1,2,10,7,5,0,4,3,2,10,10,6,5,0,10,5,6,4,5
Jan-25-2014,9,4,6,10,8,5,4,7,8,4,3,6,3,4,6,1,10,4,10,1,2,3,3,8,7,7,1,5,4,1,4,7,4,6,6,2,3,10,4,6,0,2,4,3,9,10,6,10,0,10,5,6,6,4
Feb-01-2014,8,4,6,10,6,5,6,6,10,4,3,6,3,2,5,1,10,4,8,2,2,3,3,5,6,7,1,3,5,1,6,7,5,4,6,1,2,10,1,5,0,2,5,4,6,10,4,8,0,8,4,3,2,3
Feb-08-2014,5,3,5,9,4,4,7,7,10,4,1,7,1,2,3,1,6,4,7,2,3,4,3,4,5,4,1,3,4,1,6,4,7,4,2,1,1,10,1,4,0,4,2,3,6,8,4,6,0,7,4,2,4,2
Feb-15-2014,3,3,4,7,4,3,4,6,7,2,1,7,1,1,1,1,4,3,5,1,2,3,3,4,4,3,1,1,3,1,6,5,4,4,3,1,1,5,1,2,0,2,3,3,3,8,4,5,0,7,3,2,2,2
Feb-22-2014,1,1,3,3,3,3,6,4,8,2,1,9,1,1,1,1,4,3,4,2,1,2,3,6,2,2,1,1,1,1,3,3,1,3,1,1,1,9,1,2,0,1,1,2,2,7,5,2,0,5,3,1,3,2
Mar-01-2014,1,1,3,1,2,3,5,4,0,1,1,8,1,1,1,1,4,2,4,1,1,2,1,3,2,2,1,1,2,1,4,1,1,2,1,1,1,5,1,1,0,1,1,2,1,8,3,4,0,5,1,1,4,1
Mar-08-2014,1,1,2,2,1,2,5,5,0,1,1,8,1,1,1,1,2,2,4,1,1,2,2,5,2,2,1,1,1,1,4,1,1,4,1,1,1,4,1,1,0,1,1,3,1,7,3,2,0,4,1,1,3,1
Mar-15-2014,1,1,2,1,1,2,1,2,0,1,1,5,1,1,1,1,3,1,2,1,1,2,2,3,1,2,1,1,2,1,4,1,1,5,1,1,1,3,1,1,0,1,1,1,1,7,3,3,0,3,1,1,2,1
Mar-22-2014,1,1,1,1,1,2,6,3,0,1,1,1,1,1,1,1,1,1,3,1,1,3,2,3,1,1,1,1,1,1,4,1,2,7,1,1,1,2,1,1,0,2,1,1,1,6,4,2,0,3,1,1,3,1
Mar-29-2014,1,1,1,1,1,2,6,3,0,1,1,2,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,5,1,3,8,1,1,1,1,1,1,0,1,1,1,1,6,3,2,0,3,2,1,2,1
Apr-05-2014,1,1,1,1,1,2,6,4,0,1,1,2,1,1,1,1,1,1,2,1,1,3,1,4,1,2,1,1,1,1,4,1,4,7,1,1,1,1,1,1,0,3,1,1,1,6,3,4,0,3,2,1,1,1
Apr-12-2014,1,1,1,1,1,2,5,3,0,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,5,1,4,6,1,1,1,1,1,1,0,4,1,1,1,6,2,3,0,3,1,1,2,1
Apr-19-2014,1,1,1,1,1,2,5,1,0,1,1,2,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,4,1,2,4,1,1,1,1,1,1,0,4,1,1,1,5,2,3,0,2,1,1,3,1
Apr-26-2014,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,0,3,1,1,1,5,3,1,0,1,2,1,2,1
May-03-2014,1,1,1,1,1,2,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,1,3,2,1,0,2,1,1,1,1
May-10-2014,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,0,1,1,2,1,4,2,1,0,1,1,1,3,1
May-17-2014,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,2,1,0,1,1,1,2,1
May-24-2014,1,1,1,1,1,1,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,2,1,0,1,1,1,2,1
May-31-2014,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,2,1,0,1,1,1,1,1
Jun-07-2014,1,2,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,1,1,0,1,1,1,1,1
Jun-14-2014,1,1,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1
Jun-21-2014,1,0,1,1,1,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,2,1,1,1
Jun-28-2014,1,0,1,1,1,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1
Jul-05-2014,1,0,1,1,1,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1
Jul-12-2014,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1
Jul-19-2014,1,0,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1
Jul-26-2014,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-02-2014,1,0,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,2,1,1,1
Aug-09-2014,1,0,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-16-2014,1,0,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-23-2014,1,0,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-30-2014,1,0,1,1,1,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-06-2014,1,0,1,1,1,2,1,1,0,1,1,2,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9,1,1,1,1,2,1,1,0,1,1,1,1,1
Sep-13-2014,1,0,1,1,1,2,0,1,0,1,1,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,9,1,1,1,1,3,1,1,0,1,1,1,1,1
Sep-20-2014,1,0,1,1,1,2,1,1,0,1,1,3,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,7,1,1,1,1,3,1,1,0,2,2,1,1,1
Sep-27-2014,1,0,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,4,1,1,1,1,3,1,1,0,2,1,1,1,1
Oct-04-2014,1,1,1,1,1,2,1,1,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,0,2,1,1,1,2
Oct-11-2014,1,1,1,1,1,2,1,1,0,2,1,6,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,0,3,3,1,1,1
Oct-18-2014,1,1,1,1,1,2,1,1,0,3,1,4,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,1,1,1,1,1,1,1,0,3,1,1,1,1
Oct-25-2014,1,1,1,1,1,2,1,1,0,2,1,5,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,1,1,1,1,1,2,1,0,2,1,1,1,1
Nov-01-2014,1,2,1,1,1,2,2,1,0,3,1,4,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,1,1,1,1,1,2,1,0,2,1,1,1,1
Nov-08-2014,1,4,1,1,1,2,3,1,0,3,1,6,3,1,1,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,1,2,1,1,1,2,1,0,2,1,1,1,1
Nov-15-2014,5,5,1,1,1,2,2,1,0,2,2,6,1,2,1,1,1,1,5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,1,2,1,1,3,3,1,0,3,1,1,1,1
Nov-22-2014,10,4,1,1,1,1,2,1,0,4,6,3,3,3,2,2,2,1,9,1,1,1,1,2,6,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,10,1,2,1,1,6,3,1,0,3,1,1,1,1
Nov-29-2014,10,3,2,1,2,2,1,1,0,7,10,3,3,7,3,2,3,1,10,1,1,2,1,1,8,5,1,1,4,1,1,1,1,3,2,1,1,1,1,3,10,1,3,1,1,8,4,1,0,4,1,1,1,2
Dec-06-2014,9,3,2,3,1,3,1,1,0,5,10,4,3,9,6,2,4,3,10,1,2,2,1,2,10,5,1,1,2,1,2,1,1,3,2,1,1,1,1,2,10,1,4,1,3,9,5,1,0,5,2,2,2,2
Dec-13-2014,10,1,2,8,1,4,1,1,0,4,10,5,7,10,10,3,10,5,10,1,4,2,1,10,10,10,1,1,3,1,2,1,1,4,6,3,3,9,1,5,10,1,5,2,6,10,7,1,0,8,3,3,6,3
Dec-20-2014,10,3,2,10,2,6,1,1,0,8,10,9,9,10,10,3,10,9,10,1,7,3,4,10,10,10,1,5,4,1,5,6,3,4,10,5,7,7,1,9,10,1,10,3,10,10,9,1,0,10,5,9,10,5
Dec-27-2014,10,3,4,10,7,10,1,2,0,9,10,10,10,10,10,3,10,10,10,3,10,5,9,10,10,10,2,8,8,1,8,10,10,7,10,6,10,6,1,10,10,2,10,6,10,10,10,2,0,10,6,10,10,6
Jan-03-2015,10,3,5,9,8,10,1,4,0,6,4,10,10,8,10,3,10,10,10,2,10,5,7,10,10,10,1,7,10,1,7,10,8,7,10,6,10,9,1,10,10,2,10,5,10,10,10,7,0,10,5,10,9,7
Jan-10-2015,9,1,5,10,6,10,2,3,0,3,7,10,10,4,6,8,10,7,10,3,5,4,2,8,10,10,3,6,10,1,6,7,3,5,8,5,7,10,1,9,10,4,9,5,10,10,10,3,0,10,9,10,5,6
Jan-17-2015,10,1,7,10,7,9,5,10,0,3,4,10,10,2,6,5,10,4,10,6,5,6,2,7,9,7,4,5,9,1,5,7,10,6,8,10,4,10,3,8,10,6,5,7,6,10,8,6,0,10,10,10,3,7
Jan-24-2015,10,3,8,10,8,9,9,9,0,2,4,10,10,2,2,5,10,4,10,6,4,9,1,8,10,7,4,10,10,4,10,7,10,7,10,7,2,10,3,10,10,10,6,7,8,10,8,10,0,10,9,10,2,9
Jan-31-2015,10,1,7,10,9,9,10,7,0,2,4,10,10,2,1,5,10,4,9,7,4,7,1,6,10,9,5,8,8,3,10,6,10,7,7,6,1,10,1,10,10,10,5,4,9,10,7,10,0,10,8,10,1,8
Feb-07-2015,6,1,7,10,7,8,10,5,0,2,4,10,10,2,3,2,10,2,9,4,2,6,1,5,10,6,2,6,6,4,6,5,10,6,6,4,1,10,1,9,10,9,6,4,8,10,6,10,0,7,5,10,1,8
Feb-14-2015,9,1,4,10,6,6,10,2,0,2,4,10,7,3,2,2,10,2,7,2,1,5,1,4,10,5,1,2,6,2,7,5,10,5,6,1,1,10,1,5,10,6,4,4,5,10,5,10,0,5,4,10,2,6
Feb-21-2015,10,1,5,10,4,6,10,1,0,2,6,10,6,3,1,2,9,1,7,3,1,3,1,4,10,4,1,2,4,2,4,2,8,3,6,2,1,10,1,4,10,4,5,3,3,9,4,8,0,5,1,8,1,4
Feb-28-2015,8,1,4,6,4,4,8,1,0,1,5,10,5,3,1,2,9,1,6,2,1,2,1,3,10,5,1,2,2,1,7,3,4,2,5,1,1,10,1,3,10,2,4,3,2,7,3,5,0,3,2,3,2,4
Mar-07-2015,9,1,3,8,3,4,4,1,0,2,4,10,4,3,1,1,10,1,5,2,1,3,1,4,10,4,1,3,2,1,3,2,4,2,3,1,1,9,1,4,10,1,4,2,3,7,4,3,0,3,2,3,2,4
Mar-14-2015,6,1,2,6,3,4,4,1,0,2,3,10,5,3,3,1,9,1,6,1,1,3,1,4,9,4,2,4,3,1,2,2,2,2,2,2,1,10,1,1,10,1,3,3,1,7,2,1,0,2,2,1,2,3
Mar-21-2015,4,1,3,5,3,5,3,1,0,1,2,5,4,4,2,1,5,2,5,1,1,3,1,5,5,3,2,4,2,1,3,2,3,2,2,1,1,9,1,2,10,1,1,1,1,5,3,2,0,2,2,1,2,3
Mar-28-2015,1,1,1,2,2,3,2,1,0,1,2,7,2,4,1,1,4,1,4,1,1,3,1,8,5,2,2,4,1,1,2,1,2,2,1,1,1,8,1,2,10,1,2,2,1,5,3,1,0,3,1,2,1,2
Apr-04-2015,1,1,2,1,2,3,3,1,0,1,2,7,2,4,1,1,3,1,3,1,1,3,1,5,3,3,1,4,2,1,1,1,3,2,1,1,1,5,1,2,7,1,2,1,1,4,3,3,0,3,1,2,1,2
Apr-11-2015,1,1,1,1,1,2,2,1,0,1,1,9,2,3,1,1,2,1,3,1,1,3,1,3,2,3,1,1,1,1,1,1,2,2,1,1,1,4,1,1,7,1,1,1,1,3,3,1,0,3,1,3,1,1
Apr-18-2015,1,1,1,1,1,3,2,1,0,1,1,7,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,2,1,1,3,1,1,0,2,1,2,1,1
Apr-25-2015,1,1,1,1,1,2,1,1,0,1,1,4,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,3,1,0,2,1,1,1,1
May-02-2015,1,1,2,1,1,2,1,1,0,1,1,4,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,2,1,0,2,1,2,1,1
May-09-2015,1,1,1,1,1,2,1,1,0,1,1,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,2,1,0,2,1,1,1,1
May-16-2015,1,1,1,1,1,2,1,1,0,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,0,1,1,1,1,1
May-23-2015,1,1,1,1,1,1,1,1,0,1,1,5,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,0,1,1,1,1,1
May-30-2015,1,1,1,1,1,1,1,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,2,1,0,1,1,1,1,1
Jun-06-2015,1,1,1,1,1,1,1,1,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-13-2015,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-20-2015,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-27-2015,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-04-2015,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-11-2015,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
