,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York City,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Oct-14-2017,2,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,3
Oct-21-2017,2,4,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,2,1,1,1,1
Oct-28-2017,3,3,2,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,3,1,1,1,1,0,2,1,1,1,3
Nov-04-2017,4,2,3,1,2,2,1,1,2,1,4,1,1,1,2,1,1,1,7,1,1,2,1,1,4,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,3,1,6,3,1,3,1,1,0,2,1,1,1,3
Nov-11-2017,4,2,3,1,2,2,1,1,3,2,5,3,1,1,1,1,1,1,8,1,1,2,2,1,8,1,1,3,2,1,2,2,1,2,1,1,1,3,2,2,3,1,6,4,1,3,1,1,0,3,1,1,1,2
Nov-18-2017,5,4,3,3,2,2,1,1,3,1,6,2,1,1,1,1,1,3,9,1,1,2,2,1,10,1,1,3,2,1,2,3,1,4,2,1,1,3,2,2,6,1,6,6,1,5,1,1,1,3,1,1,1,1
Nov-25-2017,5,4,3,1,3,3,1,1,3,1,7,3,1,1,1,1,2,2,10,1,1,3,3,1,10,1,1,5,2,1,3,3,1,3,3,1,1,4,3,2,4,1,10,4,1,5,1,1,1,4,1,3,1,1
Dec-02-2017,5,5,6,4,2,3,2,1,4,1,6,5,2,3,3,1,1,3,10,1,1,3,2,1,10,1,1,3,2,1,3,1,1,2,1,1,1,4,3,2,6,1,10,4,1,7,1,1,0,4,1,1,1,2
Dec-09-2017,7,6,6,8,4,4,2,1,4,1,7,4,1,3,4,1,3,6,10,1,1,3,3,2,10,3,1,3,3,1,3,3,1,4,2,1,1,4,4,2,4,3,10,4,1,9,1,1,0,4,1,1,2,3
Dec-16-2017,10,5,10,10,7,5,3,1,4,2,7,3,1,6,3,1,7,10,10,1,1,4,4,2,10,5,1,6,6,1,4,5,2,5,1,1,1,10,5,3,7,2,10,4,2,10,1,2,1,5,1,5,1,3
Dec-23-2017,10,6,10,10,10,6,3,1,3,4,10,6,3,10,9,2,10,10,10,1,2,5,5,4,10,10,1,8,7,1,5,7,5,6,1,5,2,10,9,3,8,3,10,5,8,10,1,1,0,6,1,9,4,5
Dec-30-2017,10,7,10,10,10,7,4,1,5,5,10,6,1,10,10,7,10,10,10,1,7,8,7,5,10,10,1,10,9,1,8,10,4,8,6,2,6,10,10,6,7,2,10,8,7,10,4,1,0,9,10,10,5,10
Jan-06-2018,10,6,10,10,10,8,4,1,5,5,10,5,5,10,10,3,10,10,10,1,5,7,6,7,10,10,1,10,9,3,9,10,7,8,4,2,5,10,10,6,7,5,10,6,10,10,3,3,1,10,10,10,7,10
Jan-13-2018,10,6,10,10,10,7,5,1,5,9,10,7,7,10,10,4,10,10,10,1,6,5,9,10,10,10,2,6,7,3,8,10,10,8,9,6,6,10,10,7,10,7,10,7,10,10,4,3,0,10,9,10,8,10
Jan-20-2018,10,6,10,10,8,7,9,2,7,10,10,7,6,10,10,6,10,10,10,1,10,8,10,10,10,10,2,9,6,7,10,10,10,10,10,4,8,10,10,10,8,10,10,10,10,10,5,5,2,10,8,10,7,10
Jan-27-2018,10,8,10,10,8,8,10,5,10,10,10,8,5,10,10,9,10,10,10,1,10,10,10,10,10,10,1,10,6,9,10,10,10,10,10,4,8,10,10,10,9,10,10,10,10,10,3,7,3,10,9,10,9,10
Feb-03-2018,10,10,10,10,9,10,10,8,10,10,10,6,6,10,10,8,10,10,10,1,10,10,10,10,10,10,2,10,8,10,10,10,10,10,10,4,9,10,10,10,10,10,10,10,10,10,4,8,1,10,7,10,10,10
Feb-10-2018,10,10,10,10,8,9,10,10,10,10,10,5,5,10,10,8,10,10,10,2,10,10,10,10,10,10,1,10,8,10,10,10,10,10,10,6,10,10,9,10,10,10,10,10,10,10,6,10,1,10,5,10,10,10
Feb-17-2018,10,10,10,10,8,8,10,10,10,6,10,5,4,10,10,5,10,10,10,2,9,10,9,10,10,10,1,10,7,10,10,10,10,10,10,3,8,10,8,10,10,10,10,10,10,10,7,8,1,10,4,10,8,10
Feb-24-2018,10,10,10,10,7,8,10,6,8,4,10,4,5,9,8,4,10,10,9,2,8,10,7,10,10,10,2,10,5,9,10,10,10,10,10,4,6,10,7,10,7,10,10,10,4,10,7,7,1,10,4,5,7,10
Mar-03-2018,7,10,9,9,7,6,9,3,4,2,9,4,2,5,9,2,10,10,6,1,5,8,6,9,6,8,2,10,4,9,10,10,9,8,6,3,1,6,6,9,4,7,10,9,1,10,3,7,1,10,3,5,6,10
Mar-10-2018,5,10,8,5,7,5,5,1,3,2,8,6,1,4,6,3,10,10,5,1,3,6,4,9,4,6,1,10,3,4,8,8,6,5,4,1,1,4,4,6,6,5,9,8,1,5,4,6,1,9,2,3,6,10
Mar-17-2018,4,10,8,4,6,4,3,2,4,2,7,5,1,4,4,3,6,7,4,1,1,5,2,6,4,2,1,10,4,1,6,7,5,4,4,1,1,2,5,6,4,7,9,7,1,2,3,2,1,9,3,2,3,10
Mar-24-2018,4,10,7,1,5,3,5,2,4,1,5,3,2,4,7,1,5,7,3,1,1,4,3,4,3,6,1,6,2,1,4,6,2,4,3,1,1,3,5,5,4,5,7,6,1,1,2,4,1,8,3,3,2,8
Mar-31-2018,3,10,6,1,4,2,6,1,2,1,5,2,1,3,5,2,4,7,2,1,1,4,4,3,1,1,1,6,2,1,4,4,2,4,4,1,1,1,4,5,3,3,6,5,1,1,1,5,1,8,2,4,1,5
Apr-07-2018,2,10,5,1,3,2,3,1,2,1,4,4,1,2,4,1,2,6,2,1,1,4,3,1,1,1,1,5,1,1,3,3,1,3,3,1,1,1,3,4,3,3,5,3,1,1,2,4,1,6,1,4,1,2
Apr-14-2018,1,7,5,1,2,1,2,1,1,1,4,1,1,1,4,1,2,4,2,1,1,4,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,3,1,4,3,5,1,1,1,3,1,4,1,3,2,1
Apr-21-2018,1,7,4,1,2,1,2,1,1,1,3,1,1,1,3,1,1,3,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,4,1,3,1,1,2,1
Apr-28-2018,1,4,4,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,3,1,1,1,1
May-05-2018,1,2,4,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,4,1,2,1,1,1,2,2,1,2,1,1,1,1
May-12-2018,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
May-19-2018,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
May-26-2018,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-02-2018,1,1,3,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1
Jun-09-2018,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
Jun-16-2018,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-23-2018,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jun-30-2018,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-07-2018,1,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-14-2018,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-21-2018,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Jul-28-2018,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-04-2018,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-11-2018,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-18-2018,1,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Aug-25-2018,1,1,3,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Sep-01-2018,1,1,3,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
Sep-08-2018,1,1,2,1,1,1,0,1,1,1,3,1,0,1,1,1,1,3,2,1,1,1,1,1,1,1,0,2,1,1,1,3,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,1,1,1,1,1
Sep-15-2018,1,1,2,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,0,1,1,1,1,1
Sep-22-2018,1,1,2,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,2,2,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1
Sep-29-2018,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,1,1,1,3,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,3,0,1,1,1,1,1
Oct-06-2018,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,1,1,2,2
Oct-13-2018,2,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,2,1
Oct-20-2018,2,1,1,1,1,3,1,1,2,1,4,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,2,1
Oct-27-2018,3,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,3,1,1,4,2,1,1,2,1,3,2,1,3,1,1,1,2,1,2,3,1,1,2,1
Nov-03-2018,4,1,2,2,1,3,1,1,2,1,6,1,1,1,1,1,1,1,5,1,2,1,1,3,2,2,1,1,1,1,3,1,1,3,2,1,1,3,1,2,1,1,3,1,1,2,1,1,2,3,1,1,2,1
Nov-10-2018,5,1,2,1,1,3,2,1,2,1,6,1,1,1,1,1,1,1,6,1,1,1,1,2,3,2,1,1,1,1,3,1,1,4,3,1,1,3,1,2,3,1,4,1,1,2,3,1,1,4,1,1,2,1
Nov-17-2018,5,2,3,3,2,4,2,1,3,1,7,1,2,2,1,1,2,3,8,1,1,1,1,2,4,1,1,1,1,1,4,1,1,4,3,1,1,6,2,2,4,1,4,1,1,3,3,1,1,4,1,1,2,1
Nov-24-2018,6,2,4,4,2,4,1,1,3,2,9,1,1,2,2,1,2,3,10,1,1,3,2,2,4,1,1,2,2,1,5,1,2,5,3,1,1,7,2,3,6,1,5,1,1,3,5,1,1,5,1,1,3,1
Dec-01-2018,6,1,4,2,3,6,2,1,3,1,8,1,1,2,2,1,2,2,9,1,1,2,1,3,4,2,1,1,2,1,4,2,2,4,3,1,1,3,2,3,3,1,6,1,1,3,4,1,1,5,1,1,3,1
Dec-08-2018,5,1,4,2,3,7,5,1,4,2,8,1,1,2,2,1,1,4,7,1,1,2,1,2,4,3,1,2,2,1,5,2,2,5,3,1,1,4,2,3,7,1,5,1,1,3,4,1,1,5,1,1,2,1
Dec-15-2018,8,2,6,5,4,10,3,1,4,2,10,1,1,2,3,1,3,6,7,1,1,3,2,4,4,4,1,3,3,1,7,4,4,6,4,1,1,5,3,4,7,1,7,1,2,5,4,1,1,6,1,2,3,2
Dec-22-2018,9,2,7,6,5,10,5,2,5,3,10,1,1,4,7,1,3,8,8,1,3,5,3,4,7,5,1,9,6,1,9,10,5,8,4,1,1,7,3,5,9,2,9,1,1,7,6,1,1,6,1,2,3,1
Dec-29-2018,10,3,9,7,6,10,6,1,5,5,10,1,3,7,9,4,7,10,10,2,4,8,4,6,10,7,3,10,8,2,10,10,7,10,7,3,4,10,4,7,5,6,10,1,5,10,10,6,2,8,2,2,4,5
Jan-05-2019,9,3,8,4,6,10,7,1,4,3,10,2,2,6,7,3,6,8,9,3,7,7,3,5,7,5,2,10,5,1,10,10,6,9,6,3,1,10,5,7,6,4,10,1,5,8,9,4,1,8,2,3,4,3
Jan-12-2019,7,1,8,2,5,10,7,1,4,2,8,3,3,4,6,2,6,10,7,3,4,6,2,8,5,3,2,10,6,8,10,10,5,7,5,1,1,9,3,5,2,7,7,1,1,7,7,6,3,7,2,4,4,3
Jan-19-2019,10,4,6,5,4,9,8,1,4,3,8,1,4,4,9,4,8,10,8,3,9,7,3,4,6,5,2,10,5,7,10,10,7,9,6,3,1,10,4,6,6,9,9,3,2,10,7,7,6,8,3,5,4,5
Jan-26-2019,10,10,6,10,4,9,8,1,4,4,9,5,5,4,8,4,7,10,10,5,7,8,3,5,9,6,3,10,5,5,10,10,8,9,9,2,2,10,4,7,6,10,10,4,6,10,9,9,3,10,4,7,4,8
Feb-02-2019,10,10,6,10,5,10,6,3,5,4,10,6,4,6,8,5,8,10,10,5,4,8,4,5,10,9,4,10,4,4,10,10,8,9,10,6,2,10,5,7,7,10,10,5,9,10,10,9,3,10,5,10,5,6
Feb-09-2019,10,2,8,10,5,10,6,5,6,5,10,4,8,4,10,4,10,10,10,6,9,9,3,4,10,10,7,10,5,5,10,10,9,9,10,4,3,10,6,7,7,10,10,4,10,10,10,6,2,10,3,7,3,7
